transaction_amount,hour_of_day,is_weekend,transactions_last_5min,amount_sum_last_5min,transactions_last_1hour,amount_sum_last_1hour,transactions_last_24hours,amount_sum_last_24hours,average_amount_24h,amount_deviation_ratio,is_new_device,is_high_risk_device,accounts_on_device_count,is_new_country,distance_from_home_km,speed_from_last_tx_kmh,is_high_risk_mcc,is_fraud
35.877505530617555,11,0.0,0,0.0,0,0.0,3,101.51717167038217,25.379292917595542,1.3600631996730475,0.0,0.0,1,0.0,17.945444205481984,14.079727964025428,0.0,0
117.0427374110954,19,0.0,0,0.0,0,0.0,1,126.6362030598583,63.31810152992915,1.8197480122548686,0.0,0.0,1,0.0,40.261369084941805,29.0557205969903,0.0,0
78.34168571142678,10,0.0,0,0.0,1,88.90168632581988,4,335.11538872814276,67.02307774562856,1.151692753514984,0.0,0.0,1,0.0,1.7323555007584504,0.5063242018790297,0.0,0
7.7179252183618985,8,1.0,0,0.0,0,0.0,2,15.632337512709466,5.210779170903155,1.2426661785882782,0.0,0.0,1,0.0,93.01886389845495,10.960797680251721,0.0,0
69.54949465734268,11,0.0,0,0.0,0,0.0,1,73.5807133131824,36.7903566565912,1.8404032353902702,0.0,0.0,1,0.0,6.849597156381131,4.419927237372472,0.0,0
26.32288168959151,9,1.0,0,0.0,0,0.0,3,72.20095034300718,18.050237585751795,1.3817613334795955,0.0,0.0,3,0.0,1.697079140248932,0.21711717027362387,0.0,0
16.9311409486127,10,0.0,0,0.0,0,0.0,0,0.0,0.0,2.5,0.0,0.0,1,0.0,26.197106251537246,2.2801200674790976,0.0,0
82.20471498798507,16,0.0,1,82.20471498798507,2,179.1687340332527,3,257.3159137391398,64.32897843478494,1.2583193087895357,0.0,0.0,1,0.0,2.2622541608680335,0.3958442131133597,0.0,0
52.58818518211155,23,0.0,0,0.0,0,0.0,3,141.1078662624503,35.276966565612575,1.4496301692424471,0.0,0.0,1,0.0,30.183953309793626,8.446219373909173,0.0,0
11.363656293523405,7,1.0,0,0.0,0,0.0,1,9.304006807354796,4.652003403677398,2.010553689003407,0.0,0.0,1,0.0,1.945057011577869,0.31932185291097526,0.0,0
41.847034608333566,16,0.0,0,0.0,0,0.0,1,44.169631755027325,22.084815877513662,1.8127514999630432,0.0,0.0,1,0.0,1.3294715084399773,0.41571492433990465,0.0,0
249.12188681425044,10,0.0,0,0.0,0,0.0,4,1052.592484775981,210.51849695519618,1.1777782576954459,0.0,0.0,3,0.0,5.023361053366343,0.8001247475161967,0.0,0
31.52162058632726,5,0.0,0,0.0,1,27.35261061956555,1,27.35261061956555,13.676305309782775,2.1477899185782072,0.0,0.0,2,0.0,23.482540851055056,2.009857808222954,0.0,0
37.595541103015684,8,0.0,0,0.0,0,0.0,2,67.91902294242331,22.639674314141104,1.5903578282601918,1.0,0.0,1,0.0,21.38190120634124,2.665743552875195,0.0,0
18.198689080123874,8,1.0,0,0.0,0,0.0,3,44.83037960373953,11.207594900934883,1.4907677743082859,0.0,0.0,2,0.0,13.999199070183138,3.259943703673567,0.0,0
24.962680780139706,10,1.0,0,0.0,0,0.0,1,27.827677988200627,13.913838994100313,1.6737930984781693,0.0,0.0,2,0.0,32.46712169445503,4.115688432314306,0.0,0
55.88684695005198,6,1.0,0,0.0,0,0.0,0,0.0,0.0,2.5,0.0,0.0,1,0.0,30.754896378939552,5.494207385123623,0.0,0
616.714901822695,23,0.0,4,2466.85960729078,7,4369.586702784598,9,5684.756313873667,68.12344662850941,14.700323467577716,1.0,0.0,4,0.0,3220.2406319435604,1751.4054155530941,1.0,1
61.189959882920554,14,0.0,0,0.0,1,66.66166104831034,2,121.24041297475651,40.413470991585505,1.4775375842163359,1.0,0.0,1,0.0,44.573015201238654,8.32155389157746,0.0,0
43.59930643900613,13,0.0,0,0.0,0,0.0,0,0.0,0.0,2.5,0.0,0.0,1,0.0,21.584945742242382,4.402457136088769,0.0,0
4.136229950131062,12,1.0,4,16.544919800524248,6,24.82689227485889,9,38.432662229319384,38.02473965552349,8.50490428541905,1.0,0.0,6,1.0,6432.042995448752,863.0564960672845,1.0,1
14.156894547711296,9,0.0,0,0.0,0,0.0,3,45.09883483010045,11.274708707525113,1.153338534138272,0.0,0.0,1,0.0,5.437757900417849,0.601774438790756,0.0,0
223.5610098240264,0,1.0,0,0.0,0,0.0,2,407.1840151983035,135.72800506610116,1.6350784151055653,0.0,0.0,1,0.0,54.587974084140754,13.829184621162934,0.0,0
78.31328434705925,11,0.0,0,0.0,0,0.0,2,178.77233152046395,59.590777173487986,1.2924951288019773,0.0,0.0,2,0.0,36.8331113883776,7.3120059686187195,0.0,0
106.50140856829464,10,0.0,0,0.0,0,0.0,0,0.0,0.0,2.5,0.0,0.0,3,0.0,31.034169357394727,5.516682814647493,0.0,0
